ra,dec,z,petroMag_r
144.53671,1.4491681,0.045784,16.04261
146.28205,1.3858377,0.1198831,16.92301
146.45537,1.4572872,0.119634,17.48107
233.60177,0.74822332,0.1203195,17.28482
233.5646,0.77813649,0.1199837,17.70724
164.81065,1.3901735,0.1198097,17.9225
219.7427,1.1890808,0.08248603,17.31283
219.69286,1.1160153,0.08262575,15.04712
153.64453,-0.83055661,0.0465611,16.40655
159.24186,-0.64477716,0.08239438,17.03188
200.23079,1.4477973,0.08236977,17.73326
159.27398,-0.70871552,0.08264595,17.54982
181.02249,1.4769038,0.08260868,16.9666
180.98968,1.4685027,0.08232804,17.31428
160.12369,1.3219451,0.120266,17.58343
203.81458,0.36791259,0.0826788,17.84966
203.33357,0.35425264,0.08249395,17.65027
152.37688,-0.33388814,0.04566274,15.30897
159.31578,0.080528787,0.08251377,15.82726
150.08223,0.4782499,0.04612698,16.36691
151.05978,0.50810176,0.04614044,16.14011
148.56254,0.97277315,0.04622188,16.76956
151.08344,0.47663764,0.04550909,15.74743
134.32571,0.58808999,0.1195831,17.75757
145.34053,0.019135029,0.1202934,17.00374
151.1935,0.46385131,0.04623601,17.43332
160.92535,0.46865798,0.08261508,17.97593
126.81755,-0.22398028,0.1200142,16.77355
143.19413,-0.71224996,0.08291017,16.72278
202.22233,0.84199184,0.08240394,17.78186
201.87923,0.42437531,0.08290768,17.22474
197.25734,-1.4583667,0.08271744,16.38467
194.52924,-1.4658194,0.08237004,16.93867
194.4924,-1.4218916,0.08287097,16.18997
180.80045,-1.4883593,0.08233882,16.28437
162.01346,0.56691673,0.04607204,15.59877
159.1482,0.91366718,0.1203145,16.85481
159.19462,0.90899187,0.1200564,16.65726
184.88095,-1.3843074,0.1196874,16.80251
159.40256,0.95991645,0.1197447,17.44793
228.79829,0.73890303,0.1202113,16.87503
229.2694,0.56110066,0.1200086,17.29422
178.92954,-1.4020253,0.08238611,16.88136
224.78844,1.1961933,0.08235261,16.92817
230.69912,1.0876226,0.08234784,16.82265
172.21878,-1.2698902,0.1201262,17.35105
200.0214,-1.4664881,0.0825275,17.51323
200.13111,-1.4551256,0.08260226,15.87589
209.10025,-1.3608448,0.1201293,16.95753
234.65807,-1.3653081,0.1199073,17.83493
234.60374,-1.3104828,0.1202536,17.60383
234.60993,-1.2376993,0.1201909,16.92633
234.61772,-1.3203084,0.119909,18.11667
235.577,-1.2810362,0.0823449,17.95343
199.71213,-1.2764024,0.0829603,16.74683
203.48213,-1.2760497,0.08274832,16.2201
148.94484,1.125634,0.04636251,17.19507
247.74952,-0.11489589,0.04658328,16.02935
234.68671,-1.4174456,0.1203301,16.45738
209.749,0.68900423,0.08292297,17.67022
196.15542,0.73173371,0.08285747,17.22235
229.05231,-1.331214,0.120084,17.54726
229.28246,-1.2178674,0.1200346,17.10445
229.31567,-1.2514521,0.1203998,17.84418
229.83279,-1.2165899,0.1204394,17.15723
165.22275,0.79441901,0.1201465,17.27141
165.06627,0.77744061,0.1199131,17.43124
165.06152,0.79745768,0.1197528,17.15808
229.09194,-0.93152548,0.1205895,17.81795
229.17499,-0.88426664,0.1204487,17.73566
229.26964,-0.851588,0.1198132,17.30984
236.31741,-0.68057508,0.1197279,17.85647
240.97093,-0.49698764,0.08246671,16.18154
240.0537,-0.5462489,0.1204123,17.24592
240.18673,0.26579309,0.1202119,17.47025
176.92522,-1.3940923,0.08266731,18.58424
218.55619,0.23249171,0.1205535,17.74862
218.56132,0.23832705,0.1200525,17.23148
176.69681,-0.93515156,0.1201592,17.68525
184.93091,0.37326002,0.08273352,16.98416
176.92584,-0.66009324,0.120369,17.83827
175.15742,-1.3514325,0.04561241,16.15231
176.74576,-1.3422206,0.08245181,17.1464
176.92228,-0.91787413,0.1201347,17.12604
176.91927,-0.88646988,0.1196769,16.69133
177.32946,-0.20649387,0.08277926,17.08346
174.82897,-1.3383634,0.04640906,15.90427
192.18465,-1.2037918,0.08297675,16.49974
191.76404,0.38253506,0.0466087,15.23586
233.84068,-0.49803758,0.1378882,17.9176
233.26535,-0.52252989,0.1386686,16.86689
228.70087,-0.50945487,0.09484128,17.24332
219.70296,-0.58640951,0.1386056,17.70945
215.32219,-0.61737,0.1382388,17.3842
214.98968,-0.48030668,0.1385807,17.47515
214.92436,-0.44757283,0.1386569,17.62812
214.33301,-0.55144691,0.1387822,17.3027
213.55029,-0.41893812,0.1379922,17.17072
189.41388,-0.62321555,0.1384502,17.24493
184.04263,-0.54245389,0.095147,17.50317
182.4436,-0.43599586,0.09529011,16.86954
177.57802,-0.60868771,0.138491,16.64923
160.99774,-0.46900392,0.06012432,15.92575
159.0575,-0.58408185,0.0950123,16.71971
159.00777,-0.63012616,0.09535529,16.49962
152.58501,-0.48181022,0.09505673,16.75533
150.94168,-0.62594474,0.09536736,17.77827
150.92315,-0.60000497,0.09541586,17.39174
147.91036,-0.57613996,0.1380291,17.82834
141.9155,-0.48919423,0.1379891,16.60489
211.41432,-0.92242983,0.09468621,17.66355
204.37385,-0.88395035,0.05993758,16.8762
200.81142,-0.85917753,0.09498882,16.08674
196.98609,-0.99791165,0.1378868,17.81001
196.97935,-0.9955379,0.1383661,17.62003
193.30112,-0.88259414,0.09492067,17.46322
193.29845,-0.85346164,0.09481148,17.69562
182.39682,-0.91247137,0.05985913,15.00589
180.15134,-0.97903925,0.06035833,16.17502
178.24777,-0.94957116,0.1380193,17.29309
177.35218,-1.0193479,0.05943747,17.54192
162.77616,-0.9552319,0.0597514,16.98204
159.83926,-0.87393561,0.1383015,17.72509
154.91938,-0.87150722,0.1380385,17.05212
154.75128,-1.0380785,0.09467191,16.53636
154.71846,-0.98255223,0.09473691,15.40812
154.78614,-1.0295479,0.09492103,17.04905
153.66846,-0.99369942,0.05977195,17.293
151.67706,-0.89263129,0.0955369,17.52133
232.49004,0.95974448,0.06034966,17.06958
226.13888,0.84634266,0.09506696,17.61464
217.33966,0.95905348,0.1387025,17.24227
212.39787,0.99450774,0.09530221,17.67467
203.22489,0.90664385,0.06038743,17.70824
186.43232,0.93028209,0.1382398,17.45604
244.2599,0.60600037,0.0953837,18.99526
234.34099,0.59424048,0.09541277,21.68415
234.03612,0.51951699,0.09525302,17.80591
234.00806,0.51733458,0.1380264,17.571
232.79372,0.47223557,0.05948211,16.73816
228.159,0.52018176,0.1380527,16.38801
227.39713,0.50543989,0.09463031,16.70346
227.37276,0.44801374,0.09493727,16.93904
224.02098,0.52434678,0.1386444,19.6006
217.331,0.49421552,0.1381044,17.66304
212.05123,0.51968498,0.1385774,17.62103
201.22605,0.49516576,0.06028418,16.84537
200.06137,0.49181854,0.1384023,17.35104
197.7652,0.59704891,0.09535887,17.14897
188.84134,0.43393691,0.1384898,17.55804
188.30886,0.62117112,0.1378386,17.74806
241.04774,0.12173705,0.06025022,17.55523
239.57866,0.049065539,0.1385894,17.36764
237.99502,0.18676977,0.09472094,16.43848
234.03494,0.092050505,0.09511729,16.50987
233.01926,0.021854993,0.05977607,16.49342
232.71343,0.052705429,0.05947204,17.3972
221.09738,0.059997618,0.1384925,17.8601
213.10905,0.20796918,0.1382738,17.49477
212.22165,0.11367523,0.137973,17.78526
199.04767,0.027505238,0.138391,17.50347
197.73765,0.17311136,0.09537647,17.23367
197.73154,0.15221798,0.09512087,17.36919
197.42192,0.010345748,0.09509806,16.78759
196.81385,0.1611036,0.1379213,17.42721
245.83159,-0.39047883,0.09532382,17.20761
242.66595,-0.33729331,0.06001066,17.07643
241.49623,-0.21527245,0.05942294,17.58273
227.3196,-0.34120418,0.09490709,16.35567
227.02519,-0.32958942,0.0952277,17.27336
224.2682,-0.30295207,0.1383773,17.81109
223.28107,-0.23119582,0.1386496,17.09724
219.43265,-0.31605127,0.1379378,15.24235
219.37891,-0.2548797,0.1378207,16.99035
219.15485,-0.27019741,0.1380351,17.42368
216.50018,-0.30503306,0.1382689,16.24728
216.11166,-0.26828181,0.1384674,17.4745
213.63435,-0.41383251,0.1378537,16.86538
213.57522,-0.34188691,0.13833,17.84258
213.13944,-0.28007939,0.1384507,17.29947
213.00577,-0.29103957,0.1383508,17.56222
212.77087,-0.31956587,0.1386768,17.77838
212.77007,-0.31850648,0.1387401,17.4967
212.63455,-0.23783506,0.1387893,17.37596
199.87063,-0.3417967,0.0955038,17.67332
199.73117,-0.23295113,0.1384157,17.19536
198.49322,-0.25681617,0.1387181,16.43716
198.46612,-0.25439281,0.1380548,17.19158
197.49088,-0.26457953,0.09553675,17.05617
197.43107,-0.2248009,0.09544107,15.50822
189.48743,-0.27852677,0.1381202,17.76801
242.84503,-0.81128224,0.05971881,17.56516
242.78687,-0.78447016,0.05949812,17.30758
242.79299,-0.82345155,0.05972825,14.90163
242.75644,-0.72149548,0.0593444,15.4181
227.44004,-0.7541915,0.0595574,15.82209
227.31936,-0.6767023,0.0946741,16.14557
220.05149,-0.69132017,0.1379324,17.06974
219.24147,-0.82438934,0.1384767,17.95454
215.86196,-0.71158439,0.1385259,20.93654
215.86412,-0.71062856,0.1386491,17.30413
214.58771,-0.74518279,0.09546115,16.14003
197.89991,-0.77222713,0.1386508,16.71137
192.68641,-0.64387961,0.09507628,17.44887
249.10581,-1.211453,0.05962246,15.96892
241.54842,-1.1219453,0.06041811,16.735
240.79934,-1.1971418,0.06031899,16.39831
218.96703,-1.1228224,0.1378142,17.77744
213.99371,-1.0886621,0.1382233,18.26506
199.6778,-1.0678972,0.09542107,17.24806
165.74467,0.6411016,0.09520487,17.33914
165.65174,0.69353774,0.09491593,16.8115
197.35171,0.23637026,0.1380137,17.98664
189.49717,-0.11055169,0.1383053,17.5005
189.45584,-0.15768056,0.1386155,17.05288
197.61948,-1.3150125,0.1383459,16.45235
202.17244,-1.3176836,0.1382574,16.95735
216.94423,-1.4322348,0.1383074,16.88171
231.0611,-1.4373205,0.06002809,17.47867
216.15839,-1.0964616,0.1381691,17.49432
235.36962,-0.61007001,0.09549612,17.58745
237.13678,0.81783269,0.09514421,16.97897
235.40986,-0.56115424,0.0954909,17.56019
240.084,-0.53460601,0.1380618,18.03472
240.77625,-0.96475278,0.138602,16.64121
240.87797,-0.43791383,0.06036052,17.07222
240.97701,-0.011902747,0.06039683,15.93745
242.55955,-0.5607143,0.06007488,16.80655
177.09918,-0.18775501,0.09495579,16.25031
175.39711,-0.93557232,0.0601719,17.65573
176.7428,-1.1727152,0.1383593,17.46475
177.44094,-0.057024548,0.09523961,16.25659
159.81831,0.10107732,0.09523287,16.02944
159.76787,0.097942607,0.09496621,17.74725
175.28585,-1.2647985,0.06026737,16.75906
174.98643,-0.28720068,0.06034137,16.46632
192.60761,0.33198334,0.09488683,17.11469
192.1122,-1.484253,0.06039347,16.48258
159.20439,-0.25737456,0.09543502,17.22355
157.70015,-0.37978993,0.09536157,16.74541
157.19252,-0.3719216,0.09474438,16.72204
191.14085,-0.91334693,0.1384399,16.71623
191.19677,1.3864242,0.1381664,17.79711
150.33348,-0.36924861,0.1378106,17.41728
190.42949,1.0596841,0.1384911,16.76251
161.81969,-0.79384548,0.09473909,16.87312
137.87999,1.2319857,0.09476376,16.97978
137.00191,0.44759992,0.09533116,16.38859
137.08181,0.54597954,0.09514491,17.36909
210.76012,-0.33555734,0.05943118,15.18477
151.16126,-0.81340259,0.0950892,17.44104
209.60527,0.98292319,0.1381876,16.7224
213.27195,-0.46023753,0.1379282,18.00678
213.20786,-0.57293183,0.1381784,17.35559
150.05715,-1.1708802,0.1377527,17.3955
213.9204,-0.86067425,0.1385609,17.65265
213.6477,-0.16577554,0.1382787,17.5747
140.45867,1.3054274,0.1387569,16.79838
127.32838,1.3688854,0.09522115,16.56496
248.25968,-1.0245129,0.05232011,17.74384
139.22272,0.96640106,0.05198302,16.64383
215.90325,0.99448873,0.1261118,17.71063
215.86133,0.95489815,0.1263192,16.40577
232.77856,-1.2462871,0.08716483,16.44833
232.89681,-1.0465953,0.1262166,18.12139
232.89675,-1.0568417,0.1265196,17.30224
232.91371,-1.121665,0.08700401,16.67708
233.09533,-1.0806638,0.08759461,17.54004
224.61609,-0.98815817,0.08756459,17.81663
229.20562,-0.92134607,0.126385,16.85191
240.26974,-0.5373596,0.05288776,16.83397
239.80343,-0.97601709,0.1267761,17.9478
172.67281,1.3913002,0.1264972,16.60777
240.19035,-0.87912421,0.05249048,17.66806
240.17489,0.27724395,0.1260104,17.84118
176.95337,-0.46351492,0.1262833,17.65141
139.5904,0.62802469,0.08730765,17.89874
177.06018,1.2573709,0.1263172,21.40949
177.33662,0.74972046,0.1259244,17.66034
176.97841,0.66781142,0.126486,17.86926
177.2264,1.0988012,0.1265019,17.12809
233.96134,0.77263546,0.05215439,17.14669
233.95207,0.77910656,0.05195754,16.4668
191.83035,-1.3590084,0.08756593,17.57856
191.43899,0.74779155,0.08725414,17.61988
191.43472,0.79964097,0.1262057,17.22453
158.02982,1.3049354,0.08742549,16.36587
214.46593,-1.0713096,0.1259461,18.00105
192.47907,-1.3567765,0.08731789,15.32953
192.42449,-1.23528,0.08769755,17.30149
208.08104,-0.14017382,0.1259579,17.80627
205.77173,-0.11095312,0.08767076,17.76839
191.64341,0.40100148,0.08740126,18.50394
203.22753,-0.54309777,0.0870026,16.13142
163.73404,-1.3199861,0.05217773,21.44146
190.66124,-1.3281063,0.1266902,17.40578
134.1197,0.89658174,0.05258276,17.37056
205.5172,-0.57705972,0.08739981,16.96696
138.55705,0.42757041,0.05293332,17.79507
205.91639,-0.43616588,0.1260988,17.72893
205.83217,0.74952389,0.08716784,17.74595
204.31762,1.2999858,0.08700428,17.85282
204.41962,1.2950557,0.08729129,17.41689
205.54572,-1.1481964,0.08766917,16.42046
205.53751,0.87070241,0.08760669,17.47609
135.21857,0.096824397,0.05291213,17.63593
135.19089,0.071132995,0.05259153,16.61897
134.96461,0.022323771,0.05287002,17.76815
206.10457,-0.47727168,0.1260991,17.75009
147.56782,-0.28138654,0.1259008,17.76146
206.32882,-0.097092574,0.08760174,17.75476
206.28785,-0.1800574,0.08725765,16.98393
136.59515,0.95875725,0.1258626,20.81789
135.80149,0.91487447,0.05239449,17.49173
136.94093,0.057936409,0.08733046,16.59685
136.22375,1.1326794,0.1259753,17.77625
134.61918,0.6371072,0.05232876,15.10817
135.36399,-0.41842586,0.05290393,14.69326
135.23706,-0.27561041,0.05287667,24.80204
135.55959,1.1174509,0.0528082,17.85824
131.02624,-0.42260177,0.052517,17.01867
135.54493,1.1751126,0.0520085,21.62391
139.04118,-0.68881959,0.05201171,16.27795
193.35641,-1.4629098,0.1261016,24.81685
213.28256,-0.45459421,0.1266418,17.77535
213.22606,-0.5375638,0.1265789,17.44902
214.28341,-1.0906499,0.08762014,17.54336
212.61031,0.44410932,0.0529346,16.43846
213.83963,-0.38253333,0.1263568,17.61133
212.13837,1.4175537,0.1268279,17.54087
212.88727,0.78693089,0.1263408,17.03514
214.19411,-0.21573318,0.1267483,17.18915
214.8784,-0.51360312,0.1260516,17.04348
162.95639,-1.1661385,0.1264999,17.41233
163.07263,-1.1911672,0.1265616,17.0551
163.75774,-1.1420388,0.05225713,16.96016
177.38971,-1.1170854,0.1266453,17.61464
178.74093,-1.1842353,0.1262302,17.78036
163.08886,-0.66227187,0.1265631,17.18913
167.12282,-0.66359946,0.126406,17.67345
167.12773,-0.7060095,0.126691,17.39839
179.28013,-0.80220934,0.126036,17.1052
167.13394,0.72512446,0.08770645,17.09184
179.37636,-0.7496477,0.126273,17.54109
182.82909,-0.3618827,0.1265686,17.79797
168.77953,0.20550328,0.1267982,17.53272
168.96665,0.14696542,0.1259206,17.56364
173.39833,0.16087099,0.1260017,17.61827
136.98088,0.83428907,0.05251567,17.49682
179.45649,0.034572345,0.126528,16.90699
181.94677,0.1718437,0.1265307,17.7036
166.28003,1.0107522,0.1263574,16.78127
132.36358,0.76741678,0.08702212,17.2951
232.50793,0.22109387,0.08762822,15.85273
232.50254,0.35043558,0.0873315,17.89983
231.94809,0.2692019,0.08776899,16.29908
226.14133,0.33636441,0.08739173,17.3043
166.64474,1.0273508,0.1258863,16.68543
218.2737,0.35425507,0.05231426,16.70483
166.9466,0.99401118,0.1266257,17.64855
172.54466,0.9958533,0.1265015,17.60844
173.75999,0.950335,0.1259854,17.60306
181.07752,0.89365919,0.08723481,17.74434
195.48781,0.4163831,0.1258696,17.89212
139.99372,0.27032442,0.0875995,17.85221
138.57992,0.38487481,0.05274107,16.98796
138.34211,0.26760837,0.05282754,17.71956
138.28559,0.23791924,0.05288796,15.29654
232.45243,0.0023141191,0.08730236,17.58488
217.06864,0.0023232716,0.05304608,17.02014
214.28214,-0.015201941,0.05273196,16.11996
141.54482,-0.064556769,0.08751485,17.93498
140.18237,-0.022771784,0.08706135,17.219
139.1279,-0.1603475,0.08726668,16.97463
137.52387,-0.17322862,0.1265133,17.39911
134.2126,-0.011345807,0.125865,16.75681
131.41201,-0.10312595,0.05225229,16.24174
130.61362,-0.14516404,0.05189087,15.41075
226.99843,-0.44449684,0.08761231,17.15916
211.68879,-0.59641286,0.05274726,17.55313
170.17279,-0.61391776,0.0876972,17.20272
155.28066,-0.55947285,0.05286897,17.20724
138.55678,-0.44648393,0.05301786,17.07871
179.68933,-1.0384114,0.1261836,18.88342
178.30114,-1.0289189,0.1265977,17.1673
174.94846,-0.8439311,0.05253265,15.53729
163.38485,-0.96016737,0.1265852,17.30133
157.40874,-0.9738417,0.08776,17.17204
218.30657,0.88172347,0.1265147,17.76521
208.07124,0.85724897,0.08743525,16.66615
249.36742,0.59893298,0.087736,17.22156
249.3382,0.58862168,0.08705402,17.77734
248.29388,0.53366033,0.08696843,17.5552
245.41226,0.59816064,0.08778248,17.04195
232.77958,0.48740849,0.08769701,17.87851
232.25074,0.42727059,0.126104,17.17596
229.67852,0.44681252,0.05280551,17.00616
227.47108,0.55839476,0.0873167,17.7479
214.25699,0.47709014,0.05245277,15.23944
212.81849,0.48944893,0.05307161,15.69562
227.92965,0.055943371,0.08753531,17.70986
227.05523,0.16543249,0.05216374,17.43428
207.99008,-0.3646564,0.1258695,17.80977
242.4738,-0.78798922,0.08779865,16.70889
228.0574,-0.69225759,0.126428,17.83471
204.68464,-0.75302072,0.08774808,17.60116
204.96886,-1.1984417,0.0524129,16.3985
204.93339,-1.071732,0.08700264,17.03649
238.68712,1.0839938,0.1264581,17.37959
249.94979,0.41629422,0.08762164,16.40027
246.5242,0.35230695,0.05213557,17.59873
161.10764,-1.0696806,0.08705121,17.57226
225.47508,1.1290487,0.05223392,17.09361
226.46273,1.07465,0.08763087,16.68399
227.69146,1.0032901,0.08768309,17.32092
229.94222,1.1303539,0.05211843,17.1142
236.95614,0.7763597,0.08772606,17.68232
235.45904,1.3838698,0.08724982,17.11321
203.28681,-1.4315208,0.08719495,17.33249
203.43052,-1.3679981,0.08768732,17.4971
203.439,-1.3930105,0.08752932,16.26529
204.64988,-1.4510929,0.05287795,17.30777
228.10402,-1.4305149,0.1260359,17.48826
221.8734,-1.2959934,0.08755407,17.29411
249.47211,-0.58978755,0.08766741,17.78451
249.08532,-0.1412229,0.08747561,17.41763
244.55284,0.23710781,0.08736887,17.29873
244.56805,0.23373637,0.08747502,17.63108
248.2041,-0.93815548,0.0522001,16.5214
234.66613,-1.1479597,0.1375965,17.51126
218.12985,1.0750148,0.1376904,17.64371
195.9362,1.4220152,0.0584248,17.18001
236.80167,-0.97683343,0.0589494,17.59049
214.23165,-1.1767515,0.1377219,17.51873
217.40463,-1.2160458,0.1375043,17.57883
156.31162,1.323526,0.09645729,17.01753
235.38609,-0.5706185,0.09582855,17.97734
200.16585,-0.096066893,0.0962227,16.11
237.54523,-0.51306391,0.09594602,16.18332
241.08273,-0.50155508,0.05899528,16.27239
240.88846,-0.12787719,0.05916567,17.71719
241.26091,-0.42661524,0.05811602,15.34348
176.45631,-1.4807548,0.09629593,16.98446
176.48417,-1.3492331,0.09631857,16.07872
131.89667,0.56183103,0.05837774,17.06433
138.58774,0.11233851,0.137729,17.81152
136.50004,0.00904434,0.05885007,17.50937
178.15959,1.0658778,0.137651,17.3426
128.18548,-0.30741695,0.09600183,19.75953
176.2274,-1.4993657,0.09643336,23.38106
141.33619,-0.73567619,0.1372962,16.87352
141.21173,-0.76635505,0.1370673,17.55639
148.57247,-1.1724518,0.1370629,17.38247
176.40873,-1.1910824,0.09645492,17.34369
177.06639,-0.057898585,0.09642926,16.31581
181.26905,-1.3767172,0.09632668,16.96069
178.28724,-1.4304407,0.1374702,17.02749
177.15241,-1.34589,0.05931029,17.06437
176.76185,1.1174106,0.09620988,16.88753
197.56837,1.121798,0.09581403,17.67964
192.64054,-1.1267996,0.1375921,17.18954
192.58128,-1.0728695,0.1375355,17.79827
191.77831,-1.1172834,0.09650023,17.37888
137.16999,0.19595792,0.05862828,16.14163
139.12549,1.2932156,0.136974,16.87167
139.43202,1.3892716,0.1372305,17.36557
127.43794,1.1158512,0.09559561,16.72208
221.32834,0.66288512,0.05823163,16.91658
136.81289,0.33249739,0.09577139,16.44417
210.79522,-0.38575481,0.05922593,17.30542
213.73515,-0.3655118,0.1375933,17.73026
214.00007,-0.42190651,0.1374135,17.53465
214.96847,-1.3024277,0.1375131,17.2519
163.51056,-1.1725376,0.09612594,17.78858
169.24767,-1.1413667,0.05908038,17.82798
178.7915,-1.1065025,0.1375515,17.47023
166.79029,-0.73784657,0.1368049,17.62154
162.50156,-0.34001129,0.09561962,16.20346
162.60564,-0.3364268,0.09562015,16.23163
165.00533,-0.38467023,0.1371285,21.03702
168.54953,-0.30461719,0.09602163,16.68894
131.94986,0.65370924,0.05815991,15.26082
169.55134,0.10749021,0.1370118,17.26423
176.39832,0.019039535,0.05828413,16.37242
171.15718,0.57827995,0.0592375,16.82707
171.77402,0.4461894,0.05913248,17.07163
179.66997,0.60944249,0.09558997,17.00974
167.84254,1.0172665,0.09650952,17.69925
169.05247,0.99313482,0.09612727,16.6756
164.28625,0.40952541,0.09557129,17.36241
168.94322,1.0313029,0.1373725,21.22473
177.88774,-0.15625197,0.05899188,17.41428
159.03906,-0.20383547,0.05854148,17.72889
156.77513,-0.18679218,0.09610251,17.06657
153.95489,-0.17987936,0.05923948,17.48117
152.28035,-0.032738815,0.09595944,17.80941
152.22999,-0.067970734,0.0957908,15.77635
152.23456,-0.042166668,0.09571173,17.78389
152.22146,-0.096959522,0.09585194,17.35621
152.03836,-0.13199289,0.09613377,17.21771
132.19579,-0.01147984,0.09643447,16.75906
232.45729,-0.50224093,0.05919437,17.93122
231.33865,-0.43003488,0.05881766,17.52678
227.94887,-0.53791972,0.05813883,16.78385
225.62521,-0.44487369,0.1373959,17.67863
164.91676,-0.59512876,0.09613567,17.3649
151.34041,-0.47180098,0.09569675,16.9662
151.3722,-0.59823139,0.09577672,17.83519
230.26398,-0.98931983,0.1370685,16.91838
181.49137,-0.95458653,0.09597953,17.5924
178.17181,-0.89514342,0.1368189,16.54803
177.31536,-0.97692801,0.05930642,16.7221
139.98054,-0.99801731,0.09587557,16.81944
248.54871,0.87329683,0.1371733,17.56535
243.30647,0.86347869,0.05819118,17.94521
221.81541,0.92638639,0.1373757,17.68625
221.81875,0.92338123,0.1370624,17.15044
196.85954,0.9650853,0.09651221,17.67985
241.89243,0.51258755,0.05854832,17.46451
197.52527,0.58673653,0.09620002,17.67083
236.71106,0.18242837,0.0958886,17.83923
233.0817,0.19324764,0.05920479,15.66332
240.93649,-0.31872604,0.0591345,16.29471
240.88766,-0.37431428,0.05830569,16.48095
233.62842,-0.36823564,0.09578907,17.76992
193.67065,-0.39203966,0.09636654,17.04632
249.55223,-0.79498504,0.05908943,17.64253
215.85058,-0.76446407,0.1368902,17.0381
231.7114,-1.0517426,0.0591519,16.83606
244.69346,1.2006926,0.05813755,17.88244
244.45635,1.1617764,0.05877787,16.6025
244.49356,1.1551437,0.05902028,17.50834
242.14386,0.67840673,0.1368989,17.74957
247.84973,-0.036023313,0.05920999,16.22864
247.86385,-0.031433164,0.05830718,16.68057
243.54225,-0.037825626,0.05827271,16.7427
244.40545,-0.86223791,0.05858746,17.91584
121.0616,1.0064393,0.09642675,16.59851
162.13562,-0.32750687,0.137527,17.67546
152.0812,0.081067586,0.09566018,17.18063
152.72193,0.067942797,0.09596719,17.67932
156.12847,0.058827519,0.09629153,17.00401
156.3269,0.031245672,0.09622965,17.63089
155.65925,0.44176063,0.09639543,17.44069
225.79184,0.82749376,0.09593978,17.12698
225.80632,0.70294837,0.09648634,17.15148
227.93864,1.1584066,0.0962594,16.53109
227.9628,1.0937414,0.09615754,17.54063
234.27902,1.3410702,0.0583463,16.14174
237.23929,1.1219663,0.09575874,17.74862
220.1219,-1.325147,0.137632,16.9722
248.44263,-1.0262292,0.05899242,16.90063
248.90564,-0.97631375,0.05888087,15.87334
248.92018,-0.96978509,0.05889973,17.35673
248.96507,-0.54702331,0.05865484,17.23677
245.79732,-0.10926616,0.05832751,17.05089
244.09093,1.0809006,0.05825833,15.40161
244.12616,1.064596,0.05909843,16.94457
244.16001,1.1406925,0.05908529,17.54803
235.77949,-1.1344444,0.05929429,17.4136
236.42197,-1.0715842,0.09650316,17.91534
240.15234,-0.87259046,0.05828205,17.47437
240.3784,-1.2560638,0.05834156,18.12249
241.35523,-0.42606172,0.05857534,24.8015
241.57819,-0.035902826,0.05840072,17.07308
240.76376,-0.55617879,0.05894107,17.94112
242.72487,-1.0244951,0.05921728,16.64063
177.72506,-0.031916975,0.1367978,17.56415
178.2846,1.1224931,0.1376368,17.53036
177.21995,0.10772226,0.09569182,17.45541
177.50339,0.15935005,0.1374754,17.62605
176.93474,0.86510454,0.05867293,17.42292
174.73626,-0.58688696,0.09624202,17.25488
139.02824,1.3029588,0.1370074,17.70256
211.00856,-0.046149789,0.0593011,17.83828
209.81968,1.4809836,0.1374848,17.66441
212.02676,1.4721324,0.09564807,17.46889
181.22277,-1.2517466,0.09602871,17.56393
181.29724,-1.1782824,0.09630597,17.2734
181.31284,-1.2195523,0.09636028,17.35375
181.3745,-1.0818479,0.09599324,17.23491
176.02645,-0.36742192,0.1377426,18.1815
139.94609,-1.3275236,0.1371097,21.19434
212.63638,-0.84185238,0.02541754,17.20927
211.28183,-1.0413966,0.07393215,16.71498
210.79911,-0.97482068,0.0247677,14.79209
209.57514,-0.92399796,0.02440855,17.84991
203.31181,-0.84088923,0.1459067,17.57048
202.02413,-0.89285507,0.107591,16.41249
200.40277,-0.92247008,0.107628,17.19341
169.61901,-1.1365753,0.07335228,15.99848
169.78027,-1.0673128,0.07376929,17.43314
198.8656,-0.88875664,0.1077332,16.15086
188.87058,-0.8804053,0.1076341,17.35601
187.15064,-0.87390438,0.07321235,17.21097
179.31695,-0.95414666,0.1449492,17.54894
177.17554,-1.2021433,0.1079448,17.59807
180.20113,-1.1881962,0.1082269,16.65802
172.04535,-1.0056867,0.1456774,16.80161
162.25838,-0.71728396,0.02611633,16.33765
170.63384,-0.84113311,0.02444746,14.61564
170.51631,-1.0115068,0.07344522,17.59594
170.00612,-0.9676444,0.02477735,15.91581
169.98106,-0.87999127,0.02454603,13.19106
169.93542,-1.0362234,0.0737325,17.04324
165.66587,-0.98651169,0.07376079,16.53952
164.811,-0.6927441,0.07361515,15.9507
164.19001,-0.87837119,0.07356068,16.83943
164.00016,-0.95480307,0.07376982,15.68042
163.62532,-0.99742336,0.07370438,16.86875
160.57667,-0.90920196,0.02604637,16.80225
160.4309,-0.88969196,0.02609262,17.52017
159.93454,-0.85789059,0.02532969,16.83142
169.89137,-0.6376983,0.0736324,17.21866
149.18706,-0.95680743,0.1075663,17.4394
170.69658,-0.68959415,0.1450279,17.49405
148.00631,-1.0176983,0.108012,17.21965
225.27737,0.95791045,0.1075899,16.84923
225.03053,0.90516252,0.1078763,16.72832
221.53577,0.86538831,0.07323986,17.93685
221.53571,0.86429501,0.07362789,16.76146
