ra,dec,z,petroMag_r
217.76069,0.79384783,0.1362145,16.18628
132.26203,1.1813038,0.06491364,17.19994
132.85542,1.2292541,0.1364554,17.82578
133.52689,1.1084027,0.09933209,17.78751
147.42873,1.1074838,0.09866054,16.41403
147.95673,1.1428177,0.06441984,17.04093
150.82999,1.0492249,0.09899619,17.52423
156.43598,1.1745936,0.09929239,17.71347
167.85341,1.1504111,0.09925207,17.52616
171.78887,1.2526157,0.09931707,15.69424
171.93202,1.2426232,0.09887172,16.51471
175.48172,1.0879946,0.1364126,17.3807
179.49839,1.1148366,0.06459882,18.01845
190.2651,-1.2860251,0.06490158,16.38829
140.96185,-0.77334514,0.1365395,17.67852
144.33063,0.99719344,0.1363053,17.5768
160.9115,1.279179,0.09869931,17.29481
167.4792,1.270366,0.06473813,16.89328
167.50265,1.282864,0.06511077,16.32062
167.60111,1.2694877,0.0991028,17.49668
167.68806,1.2977741,0.098726,17.6077
173.01611,1.391249,0.06457914,17.45437
175.09771,1.3242904,0.09961177,17.66244
175.10768,1.3058444,0.09939268,16.87705
217.11912,0.9363724,0.1359915,17.55518
155.88787,1.3994432,0.09958737,17.63643
155.91475,1.4907653,0.09921091,17.44333
156.64314,1.4926616,0.09914768,17.10465
147.92467,-0.23894113,0.06465202,17.98104
154.43325,-0.30625318,0.06483664,17.2022
150.31186,0.60072515,0.06523123,17.09852
151.65061,0.57933339,0.1360181,17.29688
172.05968,1.4614467,0.1359185,17.55789
160.36471,0.94462191,0.06459215,16.76377
160.37312,0.93877122,0.06443877,17.28737
219.64852,-1.4865436,0.1361923,17.35949
192.76765,0.90135052,0.09924897,17.57767
192.81182,0.92104333,0.09905179,17.81558
191.57815,1.3972637,0.06449298,17.7215
191.19513,0.92177397,0.06439117,17.67198
169.35329,-1.2219708,0.06447912,17.03447
177.61268,-1.1400517,0.1362933,18.48799
177.59254,-0.75457696,0.09952497,17.51104
178.90828,-0.7706118,0.06455907,15.24874
168.75109,-0.34373389,0.09882619,17.68731
170.34362,-0.21706399,0.09889623,16.93151
170.32559,-0.28168139,0.09935522,17.49718
182.59091,-0.32945302,0.09956984,16.49309
168.26832,0.12341777,0.09907108,15.91847
170.53322,0.58654074,0.09914561,17.56194
174.47769,0.97618942,0.09940063,17.45409
167.78586,1.0346334,0.09961622,17.3272
180.52648,0.57460613,0.06454135,17.03626
164.1932,0.51552848,0.09911985,17.03137
179.07125,0.05568016,0.06500546,16.67397
178.4996,0.12270121,0.0986926,17.76172
177.68581,0.027596004,0.1359048,17.65745
165.42662,0.12476344,0.06493218,17.17795
177.62043,-0.3497146,0.09917291,16.24775
168.93645,-0.30924094,0.09936776,17.21114
168.90221,-0.21457652,0.09887085,17.80569
168.42906,-0.26872196,0.09890231,16.9006
165.62373,-0.40013981,0.06507047,15.60407
180.67635,-0.80590982,0.09901275,17.05084
180.65498,-0.70473072,0.09878291,17.36588
177.90388,-0.77153039,0.1357794,17.06827
173.95698,-0.65586186,0.06517496,17.47665
169.29922,-0.78428931,0.1363598,17.72239
167.63285,-0.70638299,0.06438786,16.37241
168.5392,-1.244662,0.0645381,16.08411
168.12784,-1.049272,0.06438257,15.5171
168.12061,-1.1090276,0.06450009,17.72513
167.38961,-1.2090376,0.06475577,16.74254
166.75403,-1.1710865,0.09942544,17.90265
213.58775,-0.30387289,0.1364766,17.06956
212.51486,0.54992304,0.1358459,17.03505
208.87631,0.94270181,0.1359001,16.74765
190.90836,0.50805619,0.06464184,22.79801
191.13101,-1.3232032,0.09891483,16.18049
191.63466,1.4451804,0.1364171,17.10581
192.0931,-1.1709552,0.1360578,17.0801
192.39747,-1.0592883,0.1366149,16.66819
175.19227,0.23425482,0.0990128,17.52344
174.39803,-1.4096238,0.0994482,17.57722
175.45782,-0.23373185,0.0987434,17.28289
177.80494,0.22284785,0.1358397,17.17853
177.47579,-0.4756635,0.1359903,17.22992
241.71307,0.24285973,0.13668,17.67137
243.11539,-1.0286814,0.09939022,17.53193
216.74677,-1.2328936,0.09932679,16.37084
243.52063,-0.11964395,0.06502522,17.0606
197.60765,-1.3900509,0.1360244,17.60445
238.38224,-1.2570106,0.09860168,17.46633
238.31954,-1.2038034,0.09880585,17.45527
238.2121,-1.223462,0.09888209,17.91527
232.47,-1.2785779,0.06462675,17.74735
232.44899,-1.284195,0.06451838,17.60592
230.75364,-1.3544256,0.1362401,17.6315
200.46272,-1.4373144,0.09904743,16.15867
226.98537,1.4602713,0.09865001,21.48633
226.22407,0.62322322,0.06476649,16.64294
226.20682,0.69240747,0.06472946,17.40322
161.64999,0.95212562,0.1364634,17.75373
160.5266,0.89852461,0.06456476,17.38368
158.86882,0.48783232,0.06505076,17.13445
158.76753,0.56146594,0.06515119,15.52836
152.80907,0.44644379,0.09911782,16.48013
158.6831,0.16292412,0.06472252,17.34043
158.53605,0.001040409,0.06492368,16.24198
158.48539,0.070894962,0.06500728,17.83445
150.22856,0.043562525,0.09931388,17.80065
158.00184,-0.36175755,0.06439669,16.10303
157.97245,-0.3366639,0.06485388,17.32622
160.59189,-0.8056654,0.1362935,17.29673
160.40788,-0.64315518,0.136159,16.83477
249.62875,-0.47803727,0.09800664,16.93028
245.13619,0.78204904,0.1399294,17.22285
224.84125,-1.2278892,0.0984023,17.64007
191.30153,-0.75688625,0.1406984,17.69499
189.46017,-0.30430435,0.1407643,17.58061
190.05993,-0.41305687,0.1403876,17.46715
219.36058,-0.28635813,0.1403425,17.72087
215.74707,0.20692486,0.1401754,18.70349
224.66797,0.02110677,0.09833206,16.61295
237.40209,0.16607276,0.06061311,17.09697
241.31527,0.13809834,0.06065342,15.48316
203.72928,0.46214409,0.06087349,17.60279
196.17697,1.0458998,0.09755356,17.64771
143.74326,-0.92893878,0.09798919,17.33809
154.20303,-0.85034643,0.09844736,15.49589
192.58467,-0.91937567,0.140623,17.28514
192.61194,-0.93787106,0.1407404,17.72258
160.99816,-0.58831538,0.06063098,15.50344
160.99676,-0.58824961,0.06067357,15.71841
171.96344,-0.47013514,0.06149595,15.49643
174.58423,-0.5553194,0.09811176,17.33803
219.26791,-0.50368728,0.140661,17.53653
143.93374,-0.20923509,0.06142645,17.73526
153.47426,-0.15483291,0.098474,15.6869
160.11471,-0.020507752,0.1403162,17.77338
169.76601,-0.20736269,0.09785093,18.63616
196.57171,-0.025417725,0.09805194,17.66846
215.60148,-0.0021159973,0.1405584,17.57173
220.29504,-0.1342998,0.1402313,17.08725
237.16246,-0.18964377,0.0977919,17.75813
153.90049,0.35873802,0.1405501,17.5869
160.79062,0.31392398,0.09782609,16.62627
168.5409,0.36087602,0.09778262,17.2436
170.72824,0.27952871,0.09840453,17.19372
172.19164,0.36845711,0.1400673,16.92101
172.33675,0.39604249,0.06139338,15.88888
172.79299,0.24158265,0.06122096,16.02977
182.65061,0.21275179,0.09811978,17.32219
182.65746,0.21162848,0.09858389,16.84616
215.83568,0.28044737,0.1407947,24.80216
215.82348,0.25451533,0.1404192,17.29478
150.52094,0.65512034,0.09766732,17.52305
151.29783,0.83577785,0.09841955,17.10376
152.52757,0.83565429,0.09787933,17.2302
155.30388,0.66921517,0.09815188,17.49742
155.51568,0.63287786,0.09840634,17.30931
155.99267,0.81299393,0.09849395,16.58901
156.32956,0.75937325,0.09859677,16.89066
168.97454,0.79286835,0.1406462,17.11523
201.66028,0.70309243,0.09790074,15.99706
223.21432,0.73741813,0.09854996,17.60775
224.7424,0.65194388,0.09779778,17.78299
147.45157,1.0783325,0.0985582,17.80398
149.85767,1.1991718,0.09834226,16.57585
149.86676,1.1954491,0.09830865,17.90575
150.03345,1.2044814,0.09773985,17.15248
156.04186,1.2455492,0.09789305,17.69609
156.40151,1.0566634,0.09759542,17.3845
156.43666,1.2175668,0.09788103,16.4206
156.44678,1.0783719,0.09823938,17.88293
156.44895,1.2427376,0.09811465,17.1862
167.85458,1.0648831,0.0979054,17.08439
171.42654,1.190112,0.1405835,17.69182
171.82995,1.2552872,0.140175,17.67781
196.08742,1.150985,0.06105191,16.1734
142.30073,-0.75121238,0.09824289,17.37479
145.75413,-0.75339419,0.09848519,17.40806
140.28388,-0.23104279,0.06103611,17.42893
145.34123,0.54730699,0.09790488,16.95279
145.62609,0.52532413,0.09852059,19.322
200.81673,1.3638122,0.09838696,17.65928
236.59102,1.3704106,0.1408417,17.81713
150.89163,0.91992167,0.09782924,17.4285
155.85573,0.95557138,0.06142335,16.81139
167.55297,1.2822865,0.0981482,16.13388
174.09018,1.2933897,0.09763204,16.83494
198.65526,1.283091,0.09775194,17.38506
148.04667,1.1789327,0.06115794,15.93404
155.84775,1.4149046,0.09816402,17.63037
155.96098,1.4967621,0.09787481,17.58658
156.48242,1.4305504,0.09854085,17.26522
154.96372,-0.65088449,0.09824537,17.92482
150.36679,-0.30144964,0.1409078,16.7886
153.50848,-0.2479792,0.09770044,17.52826
155.55642,0.20663192,0.06146437,17.65977
151.85016,0.5503588,0.09764816,16.49183
151.98136,0.59135638,0.09829134,17.11246
156.59805,0.52721268,0.09786262,16.83527
158.24448,-0.35976355,0.1406822,18.02389
156.56404,0.46155986,0.09810183,17.35648
159.91028,0.51295756,0.09762017,16.8271
233.14793,-1.1787623,0.1405559,18.68028
190.88033,-0.40739923,0.1407557,17.18186
213.5409,-0.1016966,0.1408852,17.61019
180.27045,-0.78215306,0.1406939,17.44089
180.26958,-0.78754413,0.1407882,17.36176
168.43079,-0.37397132,0.09845142,17.03781
168.74026,-0.29673882,0.09845615,17.37036
170.29814,-0.29383142,0.0983068,15.82666
170.33482,-0.32625306,0.09791572,17.23858
169.13249,0.052992853,0.09824301,16.94738
169.15194,0.070138406,0.09781546,16.4632
178.8793,0.428942,0.06066807,16.30419
182.64742,0.47193277,0.09757385,17.40626
162.37784,1.0108345,0.0980062,17.4441
162.71815,1.0414984,0.09840573,16.72705
182.67795,0.4426668,0.09761444,16.62704
181.52452,0.46388098,0.06079608,16.31375
167.75444,0.93126583,0.1409006,17.14941
179.20273,0.44603007,0.06093347,17.45023
178.91805,0.51550777,0.06061829,17.52265
171.46255,0.62734695,0.1402224,17.73044
170.84607,0.96285152,0.09833132,17.37108
170.86472,0.93575367,0.09823182,18.53727
171.23775,0.92167072,0.1407994,17.05132
168.53194,0.48980354,0.0985229,17.392
171.45548,0.91791077,0.1401941,17.90631
168.14146,0.60794832,0.0978976,17.70929
177.90116,0.00056849884,0.06048097,15.51538
167.13923,0.091147613,0.09856287,16.79368
175.19712,-0.36031398,0.06063775,17.155
171.98045,-0.30169218,0.06136548,16.43256
168.69548,-0.29041561,0.09799643,17.13757
168.34951,-0.41463285,0.09841993,16.63969
167.96515,-0.22763281,0.1402864,17.75763
180.71209,-0.80417688,0.09839684,17.53195
180.62239,-0.66691789,0.0985812,16.56874
178.70194,-1.1490227,0.1399266,17.65829
173.69524,-1.0967529,0.06073626,17.69839
168.94866,-1.1095133,0.140336,17.24381
163.88811,-1.2462255,0.09811664,17.18986
214.86602,-0.68046795,0.1404591,17.85412
213.72765,-0.32955607,0.1401672,17.8214
213.72057,-0.31552953,0.1399998,17.37271
213.69534,-0.32181139,0.140403,17.62533
213.72552,-0.27442577,0.1400161,17.58204
213.61834,-0.33007071,0.140673,16.80086
213.59804,-0.21928794,0.1406537,16.98671
213.3738,-0.02579211,0.1400367,17.51929
138.47537,1.031661,0.1408316,17.25711
139.67199,1.4623447,0.1408205,17.09574
139.70899,1.3560953,0.1404095,17.4725
139.615,1.3888132,0.140907,19.22678
205.24107,-0.73843863,0.06115873,17.87859
191.22447,-0.36036649,0.1406925,17.22409
191.27644,-0.3865944,0.1399146,17.40685
191.53413,-0.95225839,0.06092175,17.41574
192.30662,-1.1199089,0.1407063,17.48061
176.33048,1.4119841,0.09770793,17.35109
175.47,-0.19317114,0.06094114,17.07189
177.24336,0.45436515,0.1403589,17.21505
177.19785,0.46645741,0.1406895,17.47787
242.23173,-0.071321036,0.1403004,17.88797
242.15902,-0.1263829,0.1402297,17.38452
242.14799,-0.13750133,0.1399447,17.61271
241.69412,-0.19889442,0.06130735,15.47761
241.16535,0.065768069,0.06058409,17.96171
241.14338,-1.0259368,0.0607478,17.07846
240.58177,-0.4326218,0.06093854,15.7428
240.9461,-0.60224975,0.06069593,16.49317
232.87034,-1.1193997,0.140782,16.86448
230.28655,-1.2491074,0.1404625,17.96077
198.98992,-1.3459248,0.1399256,17.51388
197.62691,-1.3568626,0.140458,17.64253
197.67443,-1.3054289,0.1400227,17.57077
202.13584,-1.3899301,0.1399857,17.14241
200.71516,-1.4336882,0.1408628,17.58631
235.43123,0.86691538,0.06099673,17.46871
235.0496,0.84294588,0.1409127,17.371
234.96439,0.79889403,0.1409489,17.71907
243.2976,-0.49416347,0.145674,18.56389
244.51191,-0.43454295,0.1077413,17.48794
244.33087,-0.082002963,0.1081634,17.26549
241.89733,0.29585881,0.1458499,17.67893
242.93556,0.40310698,0.07381339,17.53615
210.48812,-1.1858578,0.02544127,16.8372
210.51722,-1.2078526,0.02454983,17.57374
211.64338,-1.1870812,0.02583196,14.57235
212.48481,-1.2400456,0.02467782,14.63349
212.488,-1.2398145,0.02455296,21.00245
221.75806,-1.096438,0.1449539,17.80413
183.54717,-0.83159025,0.02484193,15.13137
200.15353,-0.81919321,0.1078283,16.88685
200.35672,-0.74399692,0.1083908,17.31867
206.42547,-0.62270187,0.07339082,-9999
213.25284,-0.83107886,0.02607814,16.33027
217.02548,-0.64442303,0.07355024,17.28826
239.43983,-0.6325255,0.07386148,16.94252
245.79543,-0.8213961,0.07371953,17.5988
184.64071,-0.41181189,0.1079633,17.27335
212.84806,-0.30051745,0.02595581,16.90667
241.67392,-0.32040137,0.0737878,16.74848
248.29535,-0.21326108,0.02517235,14.69027
200.67787,0.15932255,0.1078505,15.54079
206.14036,0.16490429,0.145321,16.95379
207.42435,0.20452664,0.1457884,17.33085
211.99219,0.11387914,0.02552348,17.30625
185.83705,0.58437333,0.07338114,16.38032
200.88445,0.43985297,0.1082282,17.58603
203.7024,0.54873444,0.1446896,17.6792
206.16501,0.44604692,0.1447481,17.42091
212.24961,0.44686714,0.02520476,17.17994
184.6504,0.89375675,0.07386909,16.54516
185.79311,0.93487161,0.02574256,16.73899
189.76762,0.97114356,0.07334042,15.30503
190.0972,0.92853455,0.1450569,17.48204
195.38765,0.86331948,0.144801,17.43296
198.24792,1.0244796,0.07343925,16.20152
198.27903,0.98285285,0.07336727,17.48624
200.94548,0.89305242,0.1083606,17.32333
211.3556,1.0074293,0.1455403,17.50052
225.03515,1.0245054,0.1078876,16.91555
248.20705,1.000525,0.07353891,17.41046
148.99469,-1.0355868,0.1082038,16.3101
149.04721,-1.0340582,0.1076635,17.4665
158.65953,-0.85265429,0.07378269,15.9739
170.72161,-0.93118289,0.02435665,15.94454
171.15442,-0.99188513,0.02558509,14.24877
171.36487,-0.97044324,0.02545308,17.29078
185.08284,-0.8491797,0.02441577,22.10327
200.37308,-0.91962803,0.1080519,17.30568
201.82816,-1.0012587,0.07370726,16.92087
201.77765,-0.85905448,0.07387052,17.63932
210.05528,-0.96270462,0.02473719,14.90818
163.14587,-0.51707398,0.07332443,16.7419
171.72703,-0.56907703,0.1453725,17.72388
185.30926,-0.45381536,0.1075499,16.75411
188.66422,-0.43269352,0.1456888,17.5371
188.73428,-0.61744933,0.1452082,17.77311
213.05274,-0.61269906,0.02491794,17.15194
215.83923,-0.61993381,0.07347915,17.02357
228.89257,-0.54876789,0.1453836,17.77367
145.6012,-0.001388682,0.1458226,17.07512
163.53621,-0.01973043,0.108132,17.39299
163.98727,-0.005119838,0.02609216,16.02888
169.08084,-0.17523512,0.1457107,17.55071
169.11072,-0.17782922,0.1457778,17.64732
170.68493,-0.093990421,0.07335193,17.69807
170.96629,-0.079851129,0.1454927,17.42615
171.17316,-0.022875012,0.1450429,16.6857
171.39572,-0.1283341,0.1459145,17.78444
178.93619,-0.19899436,0.1083109,17.39886
178.95219,-0.16122785,0.1076606,17.75157
179.92817,-0.0477844,0.1081091,16.83069
183.30728,-0.0086378965,0.1078592,17.63226
185.54784,-0.14587519,0.07340834,21.44918
217.50765,-0.12318438,0.1080651,17.52958
133.49825,0.41567449,0.1078503,17.85209
140.92484,0.32468633,0.07349375,16.03596
142.91355,0.27641297,0.07324918,16.15594
145.77515,0.32021602,0.02492348,17.78769
145.80019,0.41417226,0.02524959,14.48336
157.95941,0.29795707,0.1448089,17.52591
169.88622,0.37897786,0.02538989,17.61807
170.0141,0.27511529,0.07342175,17.6062
178.76942,0.37006157,0.1076671,17.2913
190.09871,0.24623441,0.1077353,16.7958
218.12684,0.27466915,0.02593923,15.75251
227.72204,0.41893125,0.07326899,16.9528
229.01557,0.30652819,0.07343662,17.36376
229.19895,0.3931748,0.07353737,17.84515
146.61129,0.69305476,0.02518325,17.38107
155.78258,0.74387818,0.07321497,17.83642
168.96085,0.67498655,0.1080064,21.92035
170.31784,0.70485663,0.07342023,17.75452
171.03828,0.70055349,0.02600551,14.66204
172.68497,0.81773544,0.07326384,17.40404
184.11985,0.82563266,0.0737922,17.72505
201.06774,0.80837171,0.1081549,15.35474
201.2157,0.64041387,0.1079202,17.37191
215.89028,0.80837347,0.1458222,17.3229
218.91447,0.69696807,0.1079597,17.14121
168.07231,1.083302,0.07387015,15.61386
170.63976,1.1425631,0.0732161,16.68699
170.65277,1.133586,0.07331392,17.59926
170.74329,1.0701202,0.07345499,17.11597
170.82331,1.2103726,0.07360131,16.33937
170.8325,1.2159382,0.07362551,17.35339
170.83926,1.2085465,0.07364184,17.62031
170.84632,1.1924031,0.07371826,17.10072
170.89933,1.0876494,0.07366092,17.43545
171.12156,1.0688106,0.07374299,17.43281
175.20768,1.2105922,0.1081396,16.84461
185.00733,1.1799092,0.1083982,17.12649
189.83705,1.1023805,0.02561878,16.7715
190.0865,1.254601,0.1450959,17.67294
172.23456,-1.2895119,0.1455106,17.70103
145.64525,-0.81551887,0.14551,17.52859
145.82519,0.043159343,0.1451134,17.25709
145.93972,0.11688777,0.1454365,17.48522
148.28257,0.048570229,0.1457711,17.78404
199.56195,0.39483214,0.07334469,17.34738
199.58968,0.34897032,0.07351658,16.27114
205.99732,-0.081575534,0.1457841,17.16573
200.94942,0.38166799,0.1076174,17.62573
204.3551,0.23114978,0.07355472,16.97855
200.96054,1.1223388,0.1082885,18.00305
207.53624,1.2528462,0.1452687,16.74922
200.84434,1.4920964,0.1082422,17.63166
201.97853,1.4738854,0.1081924,16.85454
208.17452,1.2827557,0.1455888,17.38303
214.53596,1.2241424,0.02569804,16.53171
214.5366,1.222223,0.02588564,17.5236
213.0929,1.3652498,0.02481083,16.65667
221.62642,1.1041241,0.07346936,16.49822
213.02676,1.2015775,0.02503047,17.45882
213.08407,1.2725343,0.02517159,14.02483
212.82986,1.3095136,0.02491571,15.49948
212.85929,1.2864937,0.02493512,13.51138
212.82386,1.2752477,0.02491419,14.57952
232.22151,1.2623006,0.07344106,17.64858
212.72072,1.3695055,0.02603531,15.95192
212.55379,1.2595378,0.1457038,17.86519
212.54843,1.2652861,0.1451478,16.68939
212.5092,1.2631647,0.02585977,15.768
207.15591,1.2757246,0.1454661,17.39788
201.31833,1.3604942,0.1077715,17.58095
172.00655,1.3712251,0.07317748,17.77325
183.96508,1.4888551,0.07373196,17.02954
160.41975,1.2908528,0.07374072,16.44046
160.40663,1.4179723,0.07316606,16.62296
183.91001,1.4502349,0.07361688,17.37328
160.45035,1.3432493,0.07340825,17.33073
159.75348,1.2919147,0.1075061,17.41665
193.60197,1.3618695,0.1453139,17.31432
156.81679,1.3629179,0.1457157,17.44311
201.01459,1.1434939,0.1075598,17.45291
201.01724,1.1411157,0.1081689,17.60288
200.88174,1.143139,0.1083842,16.75889
200.94777,1.1429428,0.1077062,17.7323
201.16579,0.37117331,0.1082094,16.25255
209.18829,-0.14783093,0.1075018,16.22806
203.11903,-0.1139931,0.1451279,17.38056
202.94812,-0.19304487,0.1449901,17.36867
144.16333,1.25035,0.02608378,15.26128
201.29077,-0.50366629,0.1077331,17.32276
199.94757,0.30361211,0.07395035,16.44355
199.35804,-0.12865047,0.1080921,17.727
149.36398,1.3044342,0.1080204,17.70719
152.47307,1.428029,0.1457421,16.99411
222.89801,0.09789123,0.06399041,16.88173
222.94802,0.027269104,0.06380439,17.76003
213.01293,0.13180817,0.1283283,17.61388
208.14236,0.074989084,0.1281097,17.86524
197.87486,0.1493379,0.0637345,15.16976
197.82936,0.037408106,0.06395097,17.40697
194.73626,0.029721246,0.06429377,22.20168
191.79984,0.18778642,0.1286028,18.94639
188.35875,0.013435632,0.09203969,17.49531
243.39584,-0.25703861,0.09173029,16.95012
232.00342,-0.35979444,0.06380635,15.96756
228.17039,-0.2083716,0.09180361,16.84902
227.81118,-0.22987876,0.09230644,17.90171
227.60214,-0.37400999,0.09223236,17.81321
226.92115,-0.28752793,0.09189515,17.51105
226.89606,-0.30292659,0.09208933,17.40205
226.6795,-0.40940591,0.09229607,17.61543
216.47126,-0.22864082,0.1278662,17.22298
215.13721,-0.24843987,0.06351992,17.68276
213.48737,-0.30805396,0.1284655,17.71
213.34267,-0.40164293,0.1284233,17.75628
201.27,-0.34142477,0.09257895,17.33759
197.55599,-0.26579178,0.06402911,17.5883
247.52486,-0.73649843,0.1283448,17.4098
245.94144,-0.74754917,0.09192926,17.40508
240.83469,-0.65044252,0.1279715,17.59499
229.29301,-0.75690784,0.09189516,17.1092
228.8307,-0.67231732,0.0923202,16.65986
200.96811,-0.69412184,0.09266315,17.72798
248.47229,-1.171854,0.1284603,17.96551
248.17319,-1.0870411,0.0924054,16.38212
248.09368,-1.0503023,0.09188864,15.96633
241.52575,-1.0787196,0.1285731,18.06954
200.3765,-1.1452082,0.1281856,17.63815
197.90885,-1.0577196,0.06387816,16.15778
197.9244,-1.062015,0.063648,15.73897
197.76998,-1.2416796,0.06380931,16.53766
243.69178,0.37337738,0.09227547,17.04785
198.11081,0.41032216,0.06381848,17.52364
243.07638,-0.051233494,0.06366909,16.35914
242.92809,-0.044354234,0.0637805,17.94321
237.60653,-0.1472917,0.09181442,17.79069
134.73059,1.0203685,0.09226569,16.68227
207.1399,0.38891466,0.1288629,17.61575
210.3255,1.168552,0.1280928,16.98917
211.46217,1.3876986,0.1280502,17.3516
190.40556,-0.43015668,0.06402466,17.54319
190.91114,0.54711572,0.06388531,15.04718
213.91266,-0.48019298,0.128001,18.27715
190.6651,-1.3784825,0.1286331,17.62114
190.7241,-1.3563719,0.1286304,16.12293
214.11915,-0.50516064,0.1286338,17.53056
215.19462,-0.9495565,0.1282673,17.65168
215.89113,-1.2349386,0.1280012,17.27944
192.17366,1.1765352,0.06346522,16.88243
191.03003,1.3272071,0.0925856,16.73118
191.1123,1.2743477,0.09225228,16.89806
167.40789,-1.0972263,0.06429515,16.28932
168.14865,-1.1104042,0.06380687,16.90649
192.22941,1.243807,0.0920701,16.43889
192.30122,1.1512412,0.09180256,17.67863
168.28595,-1.2540158,0.1284026,17.58362
177.43385,1.451205,0.09258099,16.9507
168.47807,-1.2368073,0.06370483,15.57937
177.78666,0.35961484,0.128228,17.87724
180.61572,-1.1325539,0.09243958,15.48874
167.62213,-0.71682678,0.06363963,15.47214
241.59688,0.24146848,0.06344225,17.86076
167.64254,-0.743774,0.06375037,17.1037
242.33824,-0.99047088,0.06364,17.95107
167.68908,-0.70436491,0.06380652,17.6604
171.78114,-0.77193248,0.06373466,17.80749
231.87289,-1.1900607,0.1288651,17.60709
230.19828,-1.2854682,0.09256417,18.01557
249.20529,-0.45699376,0.1285854,18.09517
171.8088,-0.76618965,0.06389935,16.36326
249.50929,-0.17587477,0.09196134,16.75148
246.31429,-0.54095744,0.06361252,17.57414
246.03471,-0.97234383,0.0925547,17.29467
172.18621,-0.81735202,0.06419042,16.26214
217.89992,-1.2962812,0.09254472,16.50068
178.69152,-0.69090178,0.1278831,17.71762
178.79525,-0.83571767,0.06395164,17.38438
235.49838,1.225569,0.06428709,17.87266
182.74264,-0.80690392,0.1284935,17.71908
163.52833,-0.41981975,0.09260967,16.77596
178.07531,-0.27111847,0.1281653,17.40973
178.15485,-0.40747379,0.1280092,17.79848
235.56286,0.78800994,0.0635557,17.59657
179.0768,-0.30410253,0.06394932,17.58759
234.40709,0.96591681,0.09247934,17.32804
179.09426,-0.30273201,0.06393917,17.39215
229.21195,1.0112798,0.09258066,17.44657
229.21046,1.0219429,0.09237746,16.36609
229.00456,1.1524906,0.09186823,17.86497
227.32241,1.184816,0.09265207,16.74591
227.2919,1.0518889,0.09250623,17.436
227.27423,1.1862627,0.09260661,16.5651
180.53517,-0.23693942,0.09247886,17.23952
162.25482,0.035405343,0.1279711,17.24545
226.2028,1.1452688,0.1286405,17.71905
179.43116,0.023481243,0.1285746,17.2933
228.31174,0.76046691,0.09212719,17.34873
162.1901,0.42212707,0.09253436,16.64495
172.41268,0.58149202,0.1287701,17.69737
181.79702,0.43261317,0.06414012,15.77065
182.17381,0.57482367,0.128667,18.33898
182.52479,0.44456242,0.1279968,17.10166
162.76368,0.98775896,0.09191754,17.80922
166.04444,0.94434468,0.1285986,17.69293
166.57692,1.0216135,0.1281074,17.68627
152.34279,0.013396021,0.09199307,17.57641
189.22375,-0.41625389,0.06378543,16.168
166.61283,0.9774773,0.1282463,16.39516
169.69267,0.94797475,0.0636621,16.96668
155.73604,-0.38422208,0.06364985,18.92083
171.69038,0.84582396,0.1283218,17.75654
173.93599,1.0139568,0.1284196,17.21848
174.95159,1.0056411,0.09228316,17.39883
148.87897,1.4825674,0.0925188,17.54645
141.45604,1.2845953,0.1284269,17.30994
149.64552,1.0142635,0.06359739,16.75061
128.97013,1.0054596,0.09177806,16.37149
154.03342,0.14657234,0.06391556,17.71019
153.74107,0.12893356,0.06345028,16.26762
153.52404,0.18248005,0.06369357,17.02607
150.63197,-0.72259636,0.09249166,17.48009
150.34628,-0.63458886,0.09237399,16.28497
149.24871,-1.0721685,0.0924287,17.73385
226.53168,1.4792733,0.09233735,17.66765
221.90448,1.3422023,0.09178877,17.80228
151.21131,1.4046067,0.1278538,17.69816
144.94099,1.154347,0.09173357,17.31937
144.96707,1.132203,0.09176158,16.22177
192.93489,1.3941632,0.1282011,17.25875
171.79511,1.2989273,0.128025,17.79819
171.7873,1.3553732,0.1283996,17.84211
171.77435,1.3833277,0.1281622,17.7816
171.608,1.3340662,0.1286502,17.42575
150.64046,0.85940803,0.09260166,17.01302
150.6514,0.84769954,0.09175824,16.39131
148.81867,0.87349438,0.06420189,16.57644
238.24379,1.0022931,0.0918945,17.16985
218.933,1.0724272,0.1284648,17.77717
209.45298,1.4237536,0.09213561,17.63268
208.93717,1.3035385,0.1285838,17.39048
199.3587,0.41836786,0.06427245,16.65763
198.44389,0.31991649,0.06392711,17.55758
132.64227,0.49245293,0.06428192,16.05662
139.07033,0.1994063,0.09192231,17.75445
132.36666,0.16077068,0.1280328,17.85534
131.47471,-0.336037,0.09176933,17.70792
172.4005,-1.2986335,0.06366243,16.1366
169.64241,1.0847144,0.06382966,16.76303
169.62341,1.0986419,0.06388485,16.22354
169.61797,1.066704,0.0636807,17.30867
166.96105,1.0851967,0.128217,17.836
166.43632,1.2076194,0.1281229,17.45412
146.66771,1.1020897,0.1281922,17.80876
120.83436,1.051868,0.0921688,16.64982
216.62256,0.76285398,0.1284343,17.73905
216.61455,0.77312156,0.1279397,17.80108
149.46087,0.79536173,0.06422623,17.69988
149.49877,0.74899732,0.09232026,17.57875
132.44389,0.83703779,0.06345881,16.83492
131.77957,0.6575314,0.1284622,16.95467
194.65924,0.33504637,0.1286481,17.48119
184.3468,0.34913259,0.09235739,17.43813
175.47497,0.23598035,0.09201124,17.6272
175.45678,0.21599404,0.09214747,16.45896
141.07395,0.73990926,0.07032055,17.0657
242.09979,0.4251195,0.07066485,16.89757
